t_py_s,t_arduino_s,Voltage_V,RPM
12.100000000000001,12.901,-1.41,0.0
12.200000000000001,13.001,-1.41,0.0
12.3,13.101,-1.41,0.0
12.4,13.201,-1.41,0.0
12.5,13.301,-1.41,0.0
12.600000000000001,13.401,-1.41,0.0
12.700000000000001,13.501,-1.41,0.0
12.8,13.601,-1.41,0.0
12.9,13.701,-1.41,0.0
13.0,13.801,-1.41,0.0
13.100000000000001,13.901,-1.41,0.0
13.200000000000001,14.001,-1.41,0.0
13.3,14.101,-1.41,0.0
13.4,14.201,-1.41,0.0
13.5,14.301,-1.41,0.0
13.600000000000001,14.401,-1.41,0.0
13.700000000000001,14.501,-1.41,0.0
13.8,14.601,-1.41,0.0
13.9,14.701,-1.41,0.0
14.0,14.801,-1.41,0.0
14.100000000000001,14.901,-1.41,0.0
14.200000000000001,15.001,-1.41,0.0
14.3,15.101,-1.41,0.0
14.4,15.201,-1.41,0.0
14.5,15.301,-1.41,0.0
14.600000000000001,15.401,-1.41,0.0
14.700000000000001,15.501,-1.41,0.0
14.8,15.601,-1.41,0.0
14.9,15.701,-1.41,0.0
15.0,15.801,-1.41,0.0
15.100000000000001,15.901,-1.41,0.0
15.200000000000001,16.001,2.82,0.0
15.3,16.101,2.82,-12.6
15.4,16.201,2.82,-30.0
15.5,16.301,2.82,-40.2
15.600000000000001,16.401,2.82,-45.6
15.700000000000001,16.501,2.82,-50.4
15.8,16.601,2.82,-54.0
15.9,16.701,2.82,-55.2
16.0,16.801,2.82,-57.6
16.1,16.901,2.82,-58.8
16.2,17.001,2.82,-58.8
16.3,17.101,2.82,-58.8
16.400000000000002,17.101,2.82,-58.8
16.5,17.201,2.82,-60.6
16.6,17.301,2.82,-59.4
16.7,17.401,2.82,-61.2
16.8,17.501,2.82,-61.2
16.900000000000002,17.601,2.82,-60.0
17.0,17.701,2.82,-61.8
17.1,17.801,2.82,-61.8
17.2,17.901,2.82,-61.2
17.3,18.001,2.82,-61.2
17.400000000000002,18.101,2.82,-62.4
17.5,18.201,2.82,-61.2
